,internet_service_type_id,payment_type_id,contract_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,payment_type,internet_service_type
5626,2,1,1,7927-AUXBZ,Female,0,No,No,30,Yes,No,No,No,No,Yes,Yes,No,No,85.15,2555.9,Yes,Month-to-month,Electronic check,Fiber optic
5627,2,1,1,7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,Yes,Yes,No,90.6,1020.2,No,Month-to-month,Electronic check,Fiber optic
5628,2,2,1,7929-DMBCV,Female,0,Yes,No,20,Yes,No,No,No,Yes,Yes,No,No,Yes,81.0,1683.7,No,Month-to-month,Mailed check,Fiber optic
5629,2,4,3,7929-SKFGK,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,114.3,8244.3,No,Two year,Credit card (automatic),Fiber optic
5630,1,2,2,7931-PXHFC,Male,0,No,No,38,Yes,No,No,No,Yes,Yes,No,Yes,Yes,62.3,2354.8,Yes,One year,Mailed check,DSL
5631,1,1,1,7932-WPTDS,Female,1,Yes,No,1,No,No phone service,No,No,No,No,No,No,Yes,24.8,24.8,Yes,Month-to-month,Electronic check,DSL
5632,2,1,1,7938-OUHIO,Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,98.7,293.65,Yes,Month-to-month,Electronic check,Fiber optic
5633,2,3,2,7940-UQQUG,Female,0,Yes,Yes,64,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,104.4,6721.6,No,One year,Bank transfer (automatic),Fiber optic
5634,3,4,3,7941-RCJOW,Male,0,No,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,1218.65,No,Two year,Credit card (automatic),None
5635,2,1,1,7943-RQCHR,Female,0,No,No,9,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.75,889.9,Yes,Month-to-month,Electronic check,Fiber optic
5636,1,1,2,7945-HLKEA,Female,0,No,No,60,Yes,Yes,Yes,No,Yes,Yes,No,No,No,64.75,4039.5,No,One year,Electronic check,DSL
5637,3,3,3,7945-PRBVF,Male,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.45,705.45,No,Two year,Bank transfer (automatic),None
5638,1,2,1,7950-XWOVN,Male,0,No,No,11,No,No phone service,No,Yes,Yes,No,No,No,No,34.7,383.55,No,Month-to-month,Mailed check,DSL
5639,3,2,3,7951-QKZPL,Female,0,Yes,Yes,33,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.5,740.3,Yes,Two year,Mailed check,None
5640,1,3,2,7951-VRDVK,Female,0,No,No,36,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,85.85,3003.55,No,One year,Bank transfer (automatic),DSL
5641,2,2,1,7952-OBOYL,Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,No,Yes,89.85,244.45,No,Month-to-month,Mailed check,Fiber optic
5642,2,3,3,7954-MLBUN,Male,0,No,No,31,Yes,No,No,No,Yes,Yes,Yes,Yes,No,99.45,3109.9,No,Two year,Bank transfer (automatic),Fiber optic
5643,3,4,1,7956-XQWGU,Male,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.4,460.25,No,Month-to-month,Credit card (automatic),None
5644,2,4,1,7957-RYHQD,Female,1,No,No,40,Yes,No,Yes,Yes,No,No,No,No,Yes,79.2,3233.85,Yes,Month-to-month,Credit card (automatic),Fiber optic
5645,1,2,1,7963-GQRMY,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,44.3,134.5,Yes,Month-to-month,Mailed check,DSL
5646,1,2,3,7963-SHNDT,Female,0,No,No,52,No,No phone service,Yes,Yes,No,Yes,No,No,No,39.1,1982.1,No,Two year,Mailed check,DSL
5647,2,1,1,7964-VEXDG,Male,0,No,Yes,21,Yes,Yes,Yes,No,No,No,No,No,No,80.35,1747.2,No,Month-to-month,Electronic check,Fiber optic
5648,1,2,1,7964-YESJC,Female,0,Yes,No,24,Yes,Yes,Yes,Yes,Yes,No,No,No,No,66.3,1559.45,No,Month-to-month,Mailed check,DSL
5649,2,3,2,7964-ZRKKG,Male,0,Yes,No,67,Yes,Yes,No,Yes,No,No,Yes,No,Yes,88.4,5798.3,No,One year,Bank transfer (automatic),Fiber optic
5650,1,4,1,7966-YOTQW,Male,0,No,No,10,Yes,Yes,Yes,No,No,No,No,No,Yes,54.5,568.2,No,Month-to-month,Credit card (automatic),DSL
5651,2,3,1,7967-HYCDE,Male,0,No,No,8,Yes,No,No,No,No,No,No,No,No,70.7,553.4,No,Month-to-month,Bank transfer (automatic),Fiber optic
5652,3,2,1,7968-QUXNS,Male,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,18.95,110.15,No,Month-to-month,Mailed check,None
5653,2,1,1,7969-AULMZ,Female,0,No,No,21,Yes,Yes,No,No,No,No,Yes,Yes,Yes,97.35,2119.5,Yes,Month-to-month,Electronic check,Fiber optic
5654,3,2,3,7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,1292.6,No,Two year,Mailed check,None
5655,2,4,3,7971-HLVXI,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,Yes,Yes,84.5,6130.85,No,Two year,Credit card (automatic),Fiber optic
5656,2,4,3,7973-DZRKH,Female,0,No,Yes,66,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,90.95,5930.05,No,Two year,Credit card (automatic),Fiber optic
5657,1,3,3,7975-JMZNT,Male,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,6075.9,No,Two year,Bank transfer (automatic),DSL
5658,2,1,2,7975-TZMLR,Male,0,No,No,47,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.1,4889.3,No,One year,Electronic check,Fiber optic
5659,3,4,1,7976-CICYS,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.7,83.75,No,Month-to-month,Credit card (automatic),None
5660,3,2,3,7977-HXJKU,Male,0,No,Yes,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,397,No,Two year,Mailed check,None
5661,2,1,1,7978-DKUQH,Female,0,Yes,No,25,Yes,No,No,No,Yes,No,No,No,Yes,74.6,1797.75,No,Month-to-month,Electronic check,Fiber optic
5662,2,4,1,7979-CORPM,Male,0,No,No,24,Yes,Yes,No,Yes,No,No,Yes,No,Yes,90.55,2282.55,Yes,Month-to-month,Credit card (automatic),Fiber optic
5663,3,2,3,7980-MHFLQ,Female,0,Yes,Yes,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.9,1859.2,No,Two year,Mailed check,None
5664,2,4,1,7982-VCELR,Female,0,No,No,36,Yes,No,No,Yes,No,No,Yes,Yes,Yes,94.8,3565.65,No,Month-to-month,Credit card (automatic),Fiber optic
5665,1,1,1,7989-AWGEH,Male,0,Yes,Yes,49,No,No phone service,Yes,No,No,No,No,Yes,Yes,39.2,1838.15,No,Month-to-month,Electronic check,DSL
5666,3,2,1,7989-CHGTL,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.6,19.6,Yes,Month-to-month,Mailed check,None
5667,1,1,1,7989-VCQOH,Male,0,Yes,Yes,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,83.25,1611.15,No,Month-to-month,Electronic check,DSL
5668,2,2,1,7993-NQLJE,Male,0,Yes,Yes,15,Yes,No,Yes,No,No,No,No,No,No,75.1,1151.55,No,Month-to-month,Mailed check,Fiber optic
5669,2,1,1,7993-PYKOF,Male,0,Yes,No,8,Yes,No,Yes,No,No,No,No,No,No,75.0,632.95,Yes,Month-to-month,Electronic check,Fiber optic
5670,2,3,1,7994-UYIVZ,Male,0,Yes,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,85.65,659.45,No,Month-to-month,Bank transfer (automatic),Fiber optic
5671,1,3,2,7994-XIRTR,Male,1,No,No,54,Yes,No,No,No,Yes,Yes,No,Yes,No,65.25,3529.95,No,One year,Bank transfer (automatic),DSL
5672,1,4,2,7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,Yes,No,No,No,No,No,No,56.1,2386.85,No,One year,Credit card (automatic),DSL
5673,3,3,3,7996-BPXHY,Female,0,Yes,Yes,13,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.0,332.5,No,Two year,Bank transfer (automatic),None
5674,3,4,3,7996-MHXLW,Female,0,No,No,66,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.15,1683.6,No,Two year,Credit card (automatic),None
5675,2,4,2,7997-EASSD,Female,0,Yes,No,63,Yes,Yes,No,No,No,Yes,No,No,Yes,81.2,4965.1,No,One year,Credit card (automatic),Fiber optic
5676,1,3,3,7998-WNZEM,Male,0,No,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,80.6,5708.2,No,Two year,Bank transfer (automatic),DSL
5677,3,4,1,7998-ZLXWN,Female,0,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,330.8,No,Month-to-month,Credit card (automatic),None
5678,2,1,1,8000-REIQB,Female,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.95,69.95,Yes,Month-to-month,Electronic check,Fiber optic
5679,3,1,1,8003-EWNDZ,Female,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,21.2,222.65,No,Month-to-month,Electronic check,None
5680,3,2,1,8006-PYCSW,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,39.8,No,Month-to-month,Mailed check,None
5681,3,3,3,8007-YYPWD,Female,0,No,No,15,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.05,369.1,No,Two year,Bank transfer (automatic),None
5682,2,1,2,8008-ESFLK,Female,0,Yes,No,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,110.5,5835.5,No,One year,Electronic check,Fiber optic
5683,1,1,1,8008-HAWED,Male,0,No,No,14,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,50.75,712.75,Yes,Month-to-month,Electronic check,DSL
5684,3,2,2,8008-OTEZX,Female,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,708.8,No,One year,Mailed check,None
5685,2,1,1,8010-EZLOU,Male,1,No,No,15,Yes,Yes,No,Yes,No,No,No,No,Yes,80.2,1217.25,Yes,Month-to-month,Electronic check,Fiber optic
5686,2,1,1,8012-SOUDQ,Female,1,No,No,43,Yes,Yes,No,Yes,No,No,Yes,No,Yes,90.25,3838.75,No,Month-to-month,Electronic check,Fiber optic
5687,2,1,3,8015-IHCGW,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.5,8425.15,No,Two year,Electronic check,Fiber optic
5688,2,1,1,8016-NCFVO,Male,1,No,No,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.5,6382.55,No,Month-to-month,Electronic check,Fiber optic
5689,1,3,2,8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,70.85,4738.85,No,One year,Bank transfer (automatic),DSL
5690,2,1,1,8017-LXHFA,Female,1,No,No,23,Yes,No,No,Yes,No,No,Yes,Yes,Yes,94.75,2293.6,Yes,Month-to-month,Electronic check,Fiber optic
5691,1,4,1,8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,No,Yes,No,No,No,No,No,56.6,2379.1,No,Month-to-month,Credit card (automatic),DSL
5692,2,1,1,8019-ENHXU,Male,0,Yes,No,42,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,99.45,4138.05,Yes,Month-to-month,Electronic check,Fiber optic
5693,2,4,1,8020-BWHYL,Female,1,No,No,15,Yes,No,No,Yes,No,No,No,No,Yes,75.3,1147.45,Yes,Month-to-month,Credit card (automatic),Fiber optic
5694,3,2,2,8022-BECSI,Male,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,422.5,No,One year,Mailed check,None
5695,2,3,1,8023-QHAIO,Female,1,Yes,No,56,Yes,Yes,No,No,No,Yes,No,No,Yes,76.85,4275.75,No,Month-to-month,Bank transfer (automatic),Fiber optic
5696,2,3,3,8024-XNAFQ,Female,1,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,107.4,7748.75,No,Two year,Bank transfer (automatic),Fiber optic
5697,3,3,3,8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.25,1424.6,No,Two year,Bank transfer (automatic),None
5698,2,3,3,8029-XYPWT,Male,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.05,8016.6,No,Two year,Bank transfer (automatic),Fiber optic
5699,1,2,1,8033-ATFAS,Female,0,Yes,Yes,39,Yes,No,No,No,Yes,No,Yes,No,Yes,59.85,2341.5,No,Month-to-month,Mailed check,DSL
5700,2,1,2,8033-VCZGH,Male,0,Yes,No,50,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,103.95,5231.3,No,One year,Electronic check,Fiber optic
5701,2,4,2,8034-RYTVV,Female,0,No,No,55,Yes,Yes,Yes,No,Yes,No,No,No,Yes,84.25,4589.85,No,One year,Credit card (automatic),Fiber optic
5702,1,1,2,8035-BUYVG,Male,0,Yes,No,40,No,No phone service,Yes,Yes,Yes,No,No,No,Yes,42.35,1716.45,Yes,One year,Electronic check,DSL
5703,2,1,1,8035-PWSEV,Female,0,No,No,6,Yes,No,No,No,Yes,Yes,No,Yes,Yes,89.25,487.05,No,Month-to-month,Electronic check,Fiber optic
5704,1,4,3,8039-ACLPL,Female,0,Yes,Yes,72,Yes,No,Yes,Yes,Yes,No,No,Yes,No,68.75,4888.2,No,Two year,Credit card (automatic),DSL
5705,1,3,3,8039-EQPIM,Male,0,Yes,No,69,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,No,60.25,4055.5,No,Two year,Bank transfer (automatic),DSL
5706,2,2,1,8040-MNRTF,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,71.1,71.1,No,Month-to-month,Mailed check,Fiber optic
5707,2,4,3,8041-TMEID,Male,1,Yes,No,63,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,108.5,6991.9,No,Two year,Credit card (automatic),Fiber optic
5708,2,2,1,8042-JVNFH,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,71.35,71.35,Yes,Month-to-month,Mailed check,Fiber optic
5709,3,3,2,8042-RNLKO,Male,0,No,No,66,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.45,1699.15,No,One year,Bank transfer (automatic),None
5710,3,2,3,8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,1245.6,No,Two year,Mailed check,None
5711,3,1,1,8044-BGWPI,Male,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,21.15,306.05,No,Month-to-month,Electronic check,None
5712,1,4,3,8046-DNVTL,Male,0,Yes,No,62,No,No phone service,Yes,Yes,No,Yes,No,No,Yes,38.6,2345.55,No,Two year,Credit card (automatic),DSL
5713,3,2,1,8048-DSDFQ,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.2,20.2,No,Month-to-month,Mailed check,None
5714,1,2,1,8049-WJCLQ,Male,0,Yes,Yes,10,Yes,No,No,No,Yes,No,Yes,No,No,60.2,563.5,No,Month-to-month,Mailed check,DSL
5715,1,4,3,8050-DVOJX,Male,1,No,No,49,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,81.35,4060.9,No,Two year,Credit card (automatic),DSL
5716,1,4,2,8050-WYBND,Female,0,No,Yes,22,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,49.45,1031.4,No,One year,Credit card (automatic),DSL
5717,1,4,2,8050-XGRVL,Female,0,Yes,Yes,62,Yes,No,Yes,No,Yes,No,No,No,No,54.75,3425.35,No,One year,Credit card (automatic),DSL
5718,2,1,1,8051-HJRLT,Female,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.55,70.55,Yes,Month-to-month,Electronic check,Fiber optic
5719,3,3,1,8053-WWDRO,Female,0,Yes,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,146.3,Yes,Month-to-month,Bank transfer (automatic),None
5720,2,1,1,8058-DMYRU,Male,1,No,No,54,Yes,Yes,No,Yes,No,No,No,Yes,Yes,90.05,4931.8,No,Month-to-month,Electronic check,Fiber optic
5721,2,1,1,8058-INTPH,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,No,Yes,79.65,79.65,Yes,Month-to-month,Electronic check,Fiber optic
5722,2,1,1,8058-JMEQO,Female,1,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,84.45,762.5,Yes,Month-to-month,Electronic check,Fiber optic
5723,2,3,1,8059-UDZFY,Female,1,No,Yes,33,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.35,3465.05,No,Month-to-month,Bank transfer (automatic),Fiber optic
5724,1,4,3,8060-HIWJJ,Male,0,No,No,64,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,86.55,5632.55,No,Two year,Credit card (automatic),DSL
5725,2,1,1,8062-YBDOE,Male,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.65,69.65,Yes,Month-to-month,Electronic check,Fiber optic
5726,2,1,1,8063-GBATB,Female,1,No,No,27,Yes,Yes,No,No,No,No,No,Yes,Yes,85.25,2287.25,Yes,Month-to-month,Electronic check,Fiber optic
5727,2,1,1,8063-RJYNF,Male,0,No,No,16,Yes,No,Yes,No,No,No,Yes,Yes,Yes,94.25,1483.25,Yes,Month-to-month,Electronic check,Fiber optic
5728,1,1,1,8064-RAVOH,Male,0,No,Yes,1,Yes,No,No,No,Yes,No,No,No,Yes,49.85,49.85,No,Month-to-month,Electronic check,DSL
5729,2,3,1,8065-BVEPF,Male,1,No,No,65,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,99.1,6496.15,No,Month-to-month,Bank transfer (automatic),Fiber optic
5730,2,4,2,8065-QBYTO,Female,1,No,No,71,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,99.65,7181.25,No,One year,Credit card (automatic),Fiber optic
5731,2,1,1,8065-YKXKD,Female,0,No,No,10,Yes,Yes,No,No,No,No,No,No,Yes,74.75,799.65,Yes,Month-to-month,Electronic check,Fiber optic
5732,1,1,1,8066-POXGX,Female,0,No,No,13,No,No phone service,No,No,No,No,No,Yes,Yes,35.1,446.1,Yes,Month-to-month,Electronic check,DSL
5733,3,4,3,8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,21.1,490.65,No,Two year,Credit card (automatic),None
5734,1,4,3,8069-RHUXK,Female,0,Yes,Yes,67,No,No phone service,Yes,No,No,Yes,No,No,No,35.7,2545.7,No,Two year,Credit card (automatic),DSL
5735,1,2,1,8069-YQQAJ,Male,0,No,No,14,No,No phone service,No,Yes,No,No,No,No,Yes,31.1,419.7,No,Month-to-month,Mailed check,DSL
5736,1,2,1,8070-AAWZP,Male,1,Yes,No,24,No,No phone service,No,No,Yes,Yes,No,No,No,34.25,828.2,No,Month-to-month,Mailed check,DSL
5737,2,2,3,8071-SBTRN,Female,0,No,No,70,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,111.15,7737.55,No,Two year,Mailed check,Fiber optic
5738,3,2,1,8073-IJDCM,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.3,20.3,Yes,Month-to-month,Mailed check,None
5739,3,4,2,8075-GXIUB,Male,1,Yes,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,183.15,No,One year,Credit card (automatic),None
5740,3,2,2,8076-FEZKJ,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,225.85,No,One year,Mailed check,None
5741,2,1,2,8079-XRJRS,Male,0,Yes,No,65,Yes,Yes,Yes,Yes,Yes,No,No,No,No,89.75,5769.6,Yes,One year,Electronic check,Fiber optic
5742,1,1,1,8080-DDEMJ,Male,1,No,No,1,Yes,No,No,No,No,No,No,No,No,45.1,45.1,Yes,Month-to-month,Electronic check,DSL
5743,1,4,2,8080-POTJR,Female,0,No,No,30,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,79.3,2427.1,No,One year,Credit card (automatic),DSL
5744,1,2,1,8082-GHXOP,Male,0,No,Yes,13,Yes,No,No,No,No,No,No,No,No,44.0,659.35,No,Month-to-month,Mailed check,DSL
5745,2,1,1,8083-YTZES,Male,0,No,No,4,Yes,Yes,No,No,No,No,No,No,Yes,74.35,265.35,Yes,Month-to-month,Electronic check,Fiber optic
5746,3,2,2,8084-OIVBS,Female,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,211.95,No,One year,Mailed check,None
5747,2,2,3,8085-MSNLK,Female,0,Yes,No,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,113.95,6891.4,No,Two year,Mailed check,Fiber optic
5748,2,1,1,8086-OVPWV,Male,0,No,No,2,Yes,No,No,No,No,No,No,Yes,Yes,80.2,181.1,Yes,Month-to-month,Electronic check,Fiber optic
5749,2,1,1,8087-LGYHQ,Male,0,No,No,9,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.05,811.65,No,Month-to-month,Electronic check,Fiber optic
5750,2,3,3,8089-UZWLX,Female,1,No,No,71,Yes,Yes,No,No,Yes,No,Yes,Yes,No,104.05,7413.55,No,Two year,Bank transfer (automatic),Fiber optic
5751,2,4,2,8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,No,No,Yes,No,Yes,Yes,No,100.35,5681.1,No,One year,Credit card (automatic),Fiber optic
5752,3,3,3,8092-NLTGF,Male,0,No,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.75,1777.6,No,Two year,Bank transfer (automatic),None
5753,1,2,1,8095-WANWK,Female,0,No,No,10,Yes,No,No,No,No,No,No,No,No,45.25,428.7,No,Month-to-month,Mailed check,DSL
5754,1,1,1,8096-LOIST,Female,0,No,No,19,Yes,No,No,No,No,No,No,Yes,Yes,56.2,1093.4,No,Month-to-month,Electronic check,DSL
5755,1,4,2,8097-OMULG,Male,0,Yes,Yes,59,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,76.75,4541.9,No,One year,Credit card (automatic),DSL
5756,1,2,1,8097-VBQTZ,Male,0,No,No,54,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,69.9,3883.3,No,Month-to-month,Mailed check,DSL
5757,2,1,1,8098-LLAZX,Female,1,No,No,4,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.45,396.1,Yes,Month-to-month,Electronic check,Fiber optic
5758,3,1,3,8098-TDCBU,Female,0,Yes,No,42,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.25,1108.2,No,Two year,Electronic check,None
5759,2,4,3,8099-MZPUJ,Male,0,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,111.8,5443.65,No,Two year,Credit card (automatic),Fiber optic
5760,1,1,1,8100-HZZLJ,Female,0,No,Yes,43,Yes,No,Yes,Yes,No,No,No,Yes,Yes,63.95,2737.05,No,Month-to-month,Electronic check,DSL
5761,1,4,3,8100-PNJMH,Male,0,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,88.85,6132.7,No,Two year,Credit card (automatic),DSL
5762,2,1,1,8104-OSKWT,Female,0,No,No,12,Yes,Yes,Yes,No,No,No,No,No,Yes,79.8,1001.2,No,Month-to-month,Electronic check,Fiber optic
5763,1,3,3,8106-GWQOK,Male,0,Yes,No,38,No,No phone service,Yes,Yes,No,Yes,Yes,Yes,Yes,60.0,2193.2,No,Two year,Bank transfer (automatic),DSL
5764,2,1,1,8107-KNCIM,Male,1,Yes,No,14,Yes,Yes,No,No,No,No,No,No,Yes,75.1,1013.35,No,Month-to-month,Electronic check,Fiber optic
5765,2,3,3,8107-RZLNV,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.3,7565.35,No,Two year,Bank transfer (automatic),Fiber optic
5766,1,1,1,8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,Yes,No,No,No,Yes,Yes,No,50.55,565.35,No,Month-to-month,Electronic check,DSL
5767,1,2,2,8109-YUOHE,Male,0,No,No,17,Yes,No,Yes,Yes,No,No,No,No,No,56.1,946.95,No,One year,Mailed check,DSL
5768,1,3,1,8111-BKVDS,Female,0,No,No,10,No,No phone service,Yes,Yes,Yes,No,No,No,No,40.7,449.3,No,Month-to-month,Bank transfer (automatic),DSL
5769,2,3,1,8111-RKSPX,Male,0,No,No,4,Yes,Yes,No,No,No,No,No,No,Yes,72.2,305.55,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
5770,2,1,1,8111-SLLHI,Male,1,Yes,No,39,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.65,4284.8,Yes,Month-to-month,Electronic check,Fiber optic
5771,2,1,1,8118-LSUEL,Male,1,No,No,23,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.4,2483.5,Yes,Month-to-month,Electronic check,Fiber optic
5772,2,1,1,8118-TJAFG,Male,0,Yes,Yes,9,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,101.5,906.85,No,Month-to-month,Electronic check,Fiber optic
5773,2,2,1,8120-JDCAM,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,Yes,69.55,284.9,No,Month-to-month,Mailed check,Fiber optic
5774,2,4,1,8123-QBNAZ,Female,0,Yes,Yes,36,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,104.5,3684.95,No,Month-to-month,Credit card (automatic),Fiber optic
5775,1,2,2,8124-NZVGJ,Female,0,No,No,6,No,No phone service,No,No,No,Yes,Yes,Yes,Yes,49.25,255.6,No,One year,Mailed check,DSL
5776,1,3,3,8125-QPFJD,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,84.9,6065.3,No,Two year,Bank transfer (automatic),DSL
5777,2,2,1,8128-YVJRG,Female,0,No,No,7,Yes,Yes,Yes,No,No,No,No,No,Yes,79.65,604.7,Yes,Month-to-month,Mailed check,Fiber optic
5778,3,2,3,8129-GMVGI,Female,0,Yes,Yes,56,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,1090.1,No,Two year,Mailed check,None
5779,2,2,1,8132-YPVBX,Female,0,No,No,6,Yes,No,No,Yes,No,No,No,Yes,Yes,85.95,514.6,No,Month-to-month,Mailed check,Fiber optic
